MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact
13.016859660172543,18.0787428482295,0.39603233924915804,0.6293110035977107,2.7200416034593342e-55,0.6874348585671922,1.1682502810610283e-69,0.03885480572597137,0.25971370143149286,0.49897750511247446,0.006134969325153374
