mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__kernel,param_svr__shrinking,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.009857892990112305,0.001990732695976609,0.003336668014526367,0.00040390074134819963,1,0.1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-15.315870662455447,-14.26063608776384,-13.210611314382655,-15.912158800440604,-14.674819216260637,1.0316744456344293,23,-13.942346839221171,-14.179834582761075,-14.636448865284471,-13.909675093375443,-14.16707634516054,0.29035843819943047
0.008736968040466309,0.00011227028109699127,0.0030402541160583496,1.6794871316219298e-05,1,0.1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-15.315870662455447,-14.26063608776384,-13.210611314382655,-15.912158800440604,-14.674819216260637,1.0316744456344293,23,-13.942346839221171,-14.179834582761075,-14.636448865284471,-13.909675093375443,-14.16707634516054,0.29035843819943047
0.01275789737701416,0.0013657876976202132,0.0017791986465454102,8.306715091562915e-05,1,0.1,linear,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-13.879932583602589,-13.196976761254351,-13.911358703335875,-13.938617523718058,-13.731721392977718,0.3094325251050047,11,-12.757618867272624,-12.884180407122667,-12.69701827282742,-12.65722175387752,-12.749009825275058,0.08583905489043442
0.025732040405273438,0.010399602648537818,0.002022981643676758,0.00036910719019542075,1,0.1,linear,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-13.880044191255143,-13.196976761254351,-13.911358703335875,-13.938640609587932,-13.731755066358325,0.309449751407848,12,-12.757626123729832,-12.884180407122667,-12.69701827282742,-12.657224524756556,-12.74901233210912,0.08583849615430907
0.008488774299621582,0.00026053737726482884,0.003008127212524414,0.00012689693088709884,1,1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-15.301151452280736,-14.255266471279771,-13.193066325429117,-15.893554751720862,-14.660759750177622,1.0305864636499267,21,-13.966209917471573,-14.220476697990225,-14.614084522143433,-13.917779242513319,-14.179637595029638,0.27592260470086266
0.00845116376876831,7.361178456046187e-05,0.0030031204223632812,0.000134162415927126,1,1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-15.301151452280736,-14.255266471279771,-13.193066325429117,-15.893554751720862,-14.660759750177622,1.0305864636499267,21,-13.966209917471573,-14.220476697990225,-14.614084522143433,-13.917779242513319,-14.179637595029638,0.27592260470086266
0.011609375476837158,0.0005192027655738476,0.0016946196556091309,6.983962986965488e-05,1,1,linear,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-13.888229329244071,-13.270106330449199,-13.737176378886186,-13.82261041745229,-13.679530614007936,0.24237278213058094,9,-12.776567112680903,-12.896508845948125,-12.736667985252694,-12.691351978847894,-12.775273980682403,0.07621169533180785
0.015489816665649414,0.0018078787376986558,0.0015880465507507324,6.61858252764209e-05,1,1,linear,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-13.88824692976949,-13.270106330449197,-13.737176378886184,-13.82261041745229,-13.67953501413929,0.2423765710198143,10,-12.776562426544658,-12.896508845948125,-12.736667985252694,-12.691351978847896,-12.775272809148344,0.07621167548065941
0.010754585266113281,0.0004544497968442229,0.0033493638038635254,0.0005924498377780833,10,0.1,rbf,True,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-12.902640972220459,-13.12867647618605,-12.26169068677844,-13.319736975807968,-12.90318627774823,0.39870954473067893,3,-10.44900902048256,-10.044759662941457,-10.19360059262239,-10.136412452578305,-10.205945432156177,0.1500399867364779
0.012842953205108643,0.0002615736169036152,0.00340348482131958,7.465231319231899e-05,10,0.1,rbf,False,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-12.902640972220459,-13.12867647618605,-12.26169068677844,-13.319736975807968,-12.90318627774823,0.39870954473067893,3,-10.44900902048256,-10.044759662941457,-10.19360059262239,-10.136412452578305,-10.205945432156177,0.1500399867364779
