MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
12.310568821938013,16.388775928212755,0.5242406180742112,0.7240446243666279,2.925334441836583e-69,0.720490492891746,2.7555992202651425e-68,0.05250596658711217,0.26730310262529833,0.5274463007159904,0.0,0.5894988066825776
