group,sum,mean,count
DYS,7.0264246322318265,0.3193829378287194,22
DEN,6.924393607081697,0.16486651445432612,42
LEX,4.279325080772848,0.30566607719806055,14
POSLM,1.1069580441469415,0.03689860147156472,30
