,precision,recall,f1-score,support
Very Severe,0.8888888888888888,0.18181818181818182,0.3018867924528302,44.0
Severe,0.25,0.32727272727272727,0.28346456692913385,55.0
Moderate,0.5401069518716578,0.6474358974358975,0.5889212827988338,156.0
Mild,0.7483443708609272,0.6890243902439024,0.7174603174603175,164.0
accuracy,0.5727923627684964,0.5727923627684964,0.5727923627684964,0.5727923627684964
macro avg,0.6068350529053684,0.46138779919267725,0.4729332399102788,419.0
weighted avg,0.6201581680770448,0.5727923627684964,0.5689947069907806,419.0
