MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
12.507797344475414,17.639783306915326,0.44883603220536117,0.6699522611390764,6.627575460734235e-56,0.693163643138536,2.840936660150977e-61,0.06205250596658711,0.27684964200477324,0.5417661097852029,0.007159904534606206,0.5656324582338902
