,precision,recall,f1-score,support
Very Severe,1.0,0.09090909090909091,0.16666666666666666,44.0
Severe,0.2871287128712871,0.5272727272727272,0.3717948717948718,55.0
Moderate,0.5517241379310345,0.6153846153846154,0.5818181818181818,156.0
Mild,0.7714285714285715,0.6585365853658537,0.7105263157894737,164.0
accuracy,0.5656324582338902,0.5656324582338902,0.5656324582338902,0.5656324582338902
macro avg,0.6525703555577232,0.47302575473307185,0.4577015090172985,419.0
weighted avg,0.6500604545094222,0.5656324582338902,0.561031034451459,419.0
