group,sum,mean,count
DYS,7.156129768296808,1.4312259536593617,5
LEX,6.548455113575672,2.1828183711918907,3
POSLM,3.0163403536510094,0.7540850884127523,4
DEN,2.9488568428793043,0.7372142107198261,4
