group,sum,mean,count
LEX,7.940889444812264,2.6469631482707547,3
DYS,7.829380918874939,1.565876183774988,5
POSLM,4.330010621203305,1.0825026553008263,4
DEN,2.2169877129052074,0.5542469282263018,4
