feature,importance
den_determiners,3.652142246354509
lex_ttr,3.0013784227635796
den_function_words,2.80822720227441
dys_fillers_per_word,2.523581348394022
den_nouns,1.665734303732438
den_words_utt_p90,1.4532590630830216
den_phones_utt_max,1.4298577494129863
den_light_verbs,1.033797304748155
dys_long_pauses_per_word,1.0118277297924223
dys_long_pauses_per_min,0.8660609721750537
dys_pauses_per_min,0.8297117365619247
den_words_utt_q1,0.7182653469455819
dys_short_pauses_per_min,0.6000395784693543
