mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__gamma,param_svr__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05111494064331055,0.003795162829487955,0.007327938079833984,0.00021905099806863372,100.0,0.01,auto,rbf,"{'svr__C': 100, 'svr__epsilon': 0.01, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-16.684927000571978,-19.578793431783165,-11.910910036318768,-9.881706189533336,-12.255929271223795,-14.062453185886207,3.5405844332094776,9
0.04865937232971192,0.00535413136288196,0.007537269592285156,0.0001954072972741287,100.0,0.1,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-16.66230283373402,-19.564511934288912,-11.91915014457674,-9.875463018637932,-12.299640904627514,-14.064213767173024,3.528852359919112,12
0.05294170379638672,0.007800401336633717,0.006767463684082031,0.0012000441062728331,100.0,0.1,auto,rbf,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-16.66230283373402,-19.564511934288827,-11.919150144576726,-9.875463018637932,-12.299640904627527,-14.064213767173007,3.528852359919086,11
0.04792594909667969,0.001063719126196563,0.006601858139038086,0.0004192227551771215,100.0,1.0,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-16.429803496251438,-19.403384325167664,-11.894015100548971,-9.839930461230376,-12.629636906223448,-14.039354057884378,3.426718822996804,5
0.046686983108520506,0.0018250170809129508,0.005645751953125,0.0012742891869348292,100.0,1.0,auto,rbf,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-16.429803496251438,-19.403384325167647,-11.894015100549046,-9.839930461230376,-12.629636906223453,-14.039354057884392,3.4267188229967886,6
0.029741954803466798,0.013163967090720721,0.00420536994934082,0.0011276713334617044,100.0,5.0,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 5, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-16.45042436229434,-18.844692298779634,-11.922104893200718,-9.76202635265967,-13.728097444904096,-14.141469070367691,3.2164438513894815,16
0.03113255500793457,0.005791227864703962,0.005865859985351563,0.00014471307797292424,100.0,5.0,auto,rbf,"{'svr__C': 100, 'svr__epsilon': 5, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-16.45042436229434,-18.844692298779606,-11.922104893200723,-9.76202635265967,-13.728097444904105,-14.141469070367688,3.216443851389472,15
0.021371078491210938,0.0014837000266215423,0.005310344696044922,0.00016888131608493393,100.0,10.0,scale,rbf,"{'svr__C': 100, 'svr__epsilon': 10, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-15.94274941482498,-18.60398703003674,-11.367002410173157,-9.793616608232819,-16.29110858158457,-14.399692808970453,3.287786983154933,18
0.020984172821044922,0.0021652989385663544,0.004943704605102539,0.0004606444046589794,100.0,10.0,auto,rbf,"{'svr__C': 100, 'svr__epsilon': 10, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-15.94274941482498,-18.60398703003674,-11.36700241017313,-9.793616608232819,-16.291108581584577,-14.399692808970448,3.287786983154939,17
0.17736577987670898,0.023307586731279598,0.0035872459411621094,0.00032266975412565183,1000.0,0.01,scale,rbf,"{'svr__C': 1000, 'svr__epsilon': 0.01, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-19.15423329722186,-20.450001784077294,-13.797827063530683,-10.49003593709907,-16.493899656594717,-16.077199547704726,3.6104047199206666,25
0.19344625473022461,0.03112276303365379,0.003932571411132813,0.0009548872458462157,1000.0,0.01,auto,rbf,"{'svr__C': 1000, 'svr__epsilon': 0.01, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-19.15423329722186,-20.450001784077177,-13.797827063530695,-10.49003593709907,-16.49389965659492,-16.077199547704744,3.6104047199206413,26
0.1677919387817383,0.0308049308190171,0.004304122924804687,0.0007057964662608642,1000.0,0.1,scale,rbf,"{'svr__C': 1000, 'svr__epsilon': 0.1, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-19.135371334480133,-20.438337385779757,-13.779424531532376,-10.44806916806102,-16.496852594353257,-16.059611002841308,3.619761833908461,24
0.1718514919281006,0.02305005065985553,0.00397186279296875,0.0006090497013188343,1000.0,0.1,auto,rbf,"{'svr__C': 1000, 'svr__epsilon': 0.1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-19.135371334480133,-20.438337385779636,-13.779424531532328,-10.44806916806102,-16.49685259435338,-16.0596110028413,3.619761833908441,23
0.15157732963562012,0.021556592010063397,0.004015159606933594,0.0005593650145103434,1000.0,1.0,scale,rbf,"{'svr__C': 1000, 'svr__epsilon': 1, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-18.90580248608171,-20.39942681889722,-13.698014199393718,-10.34442418779433,-16.533016369663734,-15.976136812366144,3.615648766361544,21
0.1589754581451416,0.016253561203775576,0.003600454330444336,0.00024153694745207422,1000.0,1.0,auto,rbf,"{'svr__C': 1000, 'svr__epsilon': 1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-18.90580248608171,-20.399426818897282,-13.698014199393553,-10.34442418779433,-16.533016369663862,-15.97613681236615,3.615648766361585,22
0.08755316734313964,0.02416588191563079,0.004228734970092773,0.0010194869950992706,1000.0,5.0,scale,rbf,"{'svr__C': 1000, 'svr__epsilon': 5, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-19.289004017184414,-20.233277223661837,-13.520532104001367,-11.190910964664454,-17.143180273592144,-16.275380916620843,3.433393940876499,30
0.09624981880187988,0.02109729988063566,0.005101633071899414,0.0013264860989757178,1000.0,5.0,auto,rbf,"{'svr__C': 1000, 'svr__epsilon': 5, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-19.289004017184414,-20.233277223661705,-13.520532104001095,-11.190910964664454,-17.143180273592016,-16.275380916620737,3.4333939408765057,29
0.04809422492980957,0.007874029891601837,0.004691886901855469,0.0008319625852436987,1000.0,10.0,scale,rbf,"{'svr__C': 1000, 'svr__epsilon': 10, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",-19.70432215769283,-19.984060477285762,-13.056077529570764,-11.210673182170572,-17.980215761747314,-16.38706982169345,3.5880694152501107,37
0.04125447273254394,0.011251472034842584,0.004062223434448242,0.0008777366101560806,1000.0,10.0,auto,rbf,"{'svr__C': 1000, 'svr__epsilon': 10, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",-19.70432215769283,-19.98406047728582,-13.05607752957078,-11.210673182170572,-17.980215761747306,-16.387069821693462,3.5880694152501182,38
