MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
24.182347753916382,27.91232409447174,-0.27867016573355663,-0.1077030968762503,0.7826989613005054,0.13693063937629152,0.7253691359545553,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0
