MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
0.8561065765365474,2.9896414055530953,0.9771989222644023,0.9885636659193943,1.3338804e-317,0.9820529986282821,2.6908520720760703e-280,0.8989637305699482,0.9481865284974094,0.9740932642487047,0.09844559585492228,0.9637305699481865
