,precision,recall,f1-score,support
Very Severe,1.0,1.0,1.0,15.0
Severe,1.0,0.975,0.9873417721518988,40.0
Moderate,0.9324324324324325,0.971830985915493,0.9517241379310345,142.0
Mild,0.9782608695652174,0.9523809523809523,0.9651474530831099,189.0
accuracy,0.9637305699481865,0.9637305699481865,0.9637305699481865,0.9637305699481865
macro avg,0.9776733254994124,0.9748029845741113,0.9760533407915108,386.0
weighted avg,0.9644992480653667,0.9637305699481865,0.9638636453497166,386.0
