,precision,recall,f1-score,support
Very Severe,0.625,1.0,0.7692307692307693,15.0
Severe,0.7692307692307693,0.75,0.759493670886076,40.0
Moderate,0.9606299212598425,0.8591549295774648,0.9070631970260223,142.0
Mild,0.9438775510204082,0.9788359788359788,0.961038961038961,189.0
accuracy,0.9119170984455959,0.9119170984455959,0.9119170984455959,0.9119170984455959
macro avg,0.824684560377755,0.8969977271033609,0.8492066495454572,386.0
weighted avg,0.9195506132927087,0.9119170984455959,0.9128433833885061,386.0
