,precision,recall,f1-score,support
Very Severe,0.8333333333333334,0.3333333333333333,0.47619047619047616,15.0
Severe,0.4594594594594595,0.425,0.44155844155844154,40.0
Moderate,0.6140350877192983,0.7394366197183099,0.670926517571885,142.0
Mild,0.8488372093023255,0.7724867724867724,0.8088642659279779,189.0
accuracy,0.7072538860103627,0.7072538860103627,0.7072538860103627,0.7072538860103627
macro avg,0.6889162724536042,0.567564181384604,0.5993849253121952,386.0
weighted avg,0.7215067186338296,0.7072538860103627,0.70712980974298,386.0
