MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
9.350342244440998,9.707687067982672,-0.5523643443988517,0.9650273494023911,0.0349726505976089,1.0,0.0,0.0,0.0,0.75,0.0,0.25
