MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
9.378536923440933,12.071319073544794,0.6282708361648839,0.7926415642420575,1.5526169125568887e-84,0.7794679597707652,5.238999839986354e-80,0.08031088082901554,0.3601036269430052,0.5984455958549223,0.0025906735751295338,0.6787564766839378
