MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
11.53738155239958,15.73436198113617,0.5614767735600847,0.7493175385376247,1.1792264730305117e-76,0.7244658467508688,2.2372932677706294e-69,0.06921241050119331,0.29832935560859186,0.5513126491646778,0.00954653937947494,0.5799522673031027
