group,sum,mean,count
DEN,23.35136623256207,1.5567577488374715,15
DYS,10.81900819327187,2.7047520483179674,4
POSLM,4.389430478901767,0.21947152394508834,20
LEX,1.7047049360347486,1.7047049360347486,1
