den_determiners,den_function_words,den_noun_ratio,den_nouns,den_phones_per_min,den_phones_utt_mean,den_phones_utt_q3,den_phones_utt_std,den_prepositions,den_pronoun_ratio,den_verbs,den_words_per_min,den_words_utt_mean,den_words_utt_q3,den_words_utt_std,dys_fillers_per_min,dys_fillers_per_phone,dys_fillers_per_word,dys_pauses_per_min,lex_phones_max,poslm_bo_bigram_ce_mean,poslm_bo_bigram_ce_min,poslm_bo_bigram_ce_q1,poslm_bo_bigram_ce_median,poslm_bo_bigram_ce_q3,poslm_bo_bigram_ce_max,poslm_bo_bigram_ce_p1,poslm_bo_bigram_ce_p99,poslm_bo_bigram_ppl_mean,poslm_bo_bigram_ppl_median,poslm_bo_trigram_ce_mean,poslm_bo_trigram_ce_min,poslm_bo_trigram_ce_q1,poslm_bo_trigram_ce_median,poslm_bo_trigram_ce_q3,poslm_bo_trigram_ce_max,poslm_bo_trigram_ce_p1,poslm_bo_trigram_ce_p99,poslm_bo_trigram_ppl_mean,poslm_bo_trigram_ppl_median
2.612132676515882,0.0,-1.5660425530560111,-2.4474270608016218,-1.9697848931826347,0.0,0.0,0.0,3.250448814312268,-2.158717375213247,0.0,0.0,0.0,0.0,0.0,4.484563021368264,-2.997370134305131,0.0,0.0,0.0,4.159315026929115,1.045433365643646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.940567212823789,-1.8877995276709545,1.7583846706474742,1.7147196523708077,0.0,0.0,0.0,0.0,0.0,1.93814580407204,0.0,-0.9771202593462078,0.0,0.0,0.0,2.8118776558829013,-1.2370650888782102,0.0,-5.443524409809068,-2.9255669855899344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3570311358945568,-1.3713058852287139,1.824167434052173,-1.3018144579630098,-1.9378936611459245,0.0,0.0,0.0,3.3237445649991955,0.0,0.0,0.0,0.0,0.0,0.0,3.6197362114009044,-1.999824022740634,-1.319154050629277,2.1618333461337613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.783427106833163,-2.840736121419174,0.0,0.0,1.7232649442086472,0.0,0.0,-1.5658119239803503,2.4436729692744894,0.0,0.0,0.0,0.0,0.0,0.0,3.3346039948487225,-1.9551371342530925,0.0,-12.89853124523529,0.0,3.24291238483591,0.8925665771600069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7919337224751075,0.0,0.24339251211636517,0.0,0.0,0.0,0.21675493180119432,0.0,3.2562693237773774,0.0,1.51727523105625,0.0,0.0,0.0,0.0,3.927921158729939,0.0,0.0,0.6569856295863388,0.7686554264373252,4.9956611289339765,0.8181354780818179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9395709369823186,2.1211916532787827,0.0,0.0,0.0,1.17995721492959,0.0,0.0,2.8843407350029064,0.0,0.6420242641393479,0.0,0.0,0.0,0.0,0.0,0.6784070916755415,0.0,5.564125192862134,1.240920696933532,6.169311808065868,1.1434581302780107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.874331980523825,1.4376708538927352,1.554358578129331,0.0,0.0,0.0,0.0,1.3920332943755047,0.0,0.0,0.9915409853546117,0.0,0.0,0.0,0.0,5.2652242703712355,0.7821215652856566,0.0,2.7505148808632187,0.0,5.985711862184239,1.1962270654723592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.142968759061701,0.0,0.0,-1.8817371649644703,0.0,0.6469378490350708,0.0,0.0,2.6139065839403104,0.0,-0.97614456965794,0.0,0.0,0.0,0.0,-1.248684827964155,0.0,0.0,1.8500205367683713,0.6742392558213395,2.860115707804259,1.2598670518230768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.58239301819344,1.4717902262212315,0.0,-1.9981277113040439,0.0,0.0,0.0,0.2458553607707472,3.0788462235879783,0.0,0.0,0.0,0.0,0.0,0.0,1.068152723787279,0.0,0.0,1.3426237893294888,1.03491749295049,2.7883716858864416,0.7967438868929488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.906248524985667,0.0,0.0,0.0,0.5598778701337288,0.0,0.5249572518160204,0.0,2.407436680560778,0.0,1.163588236481933,0.0,0.0,0.0,0.0,-4.883822298835233,0.0,0.0,4.0900696658702085,1.6691545985681135,4.40580356829794,1.1882324568352884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.34899939567346,0.0,0.0,-0.6110137315048909,0.0,0.6375749762805899,0.0,0.0,1.7293298342370143,0.7235592544882684,-0.5826678311780089,-0.5727022734452036,0.0,0.0,0.0,0.0,0.0,0.0,0.2721573225682909,0.0,3.4003657606923947,1.247238402566587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.082503672547382,-2.25240861017774,0.6158212820125751,-0.704381725907119,0.0,0.8230272008412196,0.0,0.0,1.9020524337547593,0.7181380186939644,0.0,0.0,0.0,0.0,0.0,-1.33338535885881,0.0,0.0,0.0,0.0,2.751413965344686,1.3391431789049268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.345656471223329,3.4468912738936455,1.2012378372990626,0.0,0.0,0.0,0.0,0.0,4.470843105736786,1.2575973932886164,0.9945036464483185,0.0,0.0,0.0,0.0,3.0702687081136384,2.1694656784961435,0.0,4.302137125620351,2.528713136860175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.194270718189357,3.7067538697105293,0.0,0.0,0.0,0.8621464060826313,0.0,0.0,4.242688686146793,1.167855846331914,0.0,0.0,0.0,0.0,0.0,3.3753958207148673,0.8092501998582051,0.0,3.5950091488231073,2.143043187206991,0.9627281916695725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.022091224164504,0.0,-1.9052339488279841,0.0,0.7695684218363,0.0,0.6852982559042922,2.0056381290707184,0.6485182588646513,0.0,0.0,0.0,0.0,0.0,-0.9954837947549633,0.0,0.0,1.2793655302628026,0.0,2.103333355587856,0.8789467423219871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
