MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
12.287175291421022,16.887197454477988,0.494862641154283,0.7136208602223817,1.908323810230943e-66,0.7073338752171611,8.279683516390975e-65,0.06682577565632458,0.2840095465393795,0.5250596658711217,0.002386634844868735,0.5727923627684964
