group,sum,mean,count
DEN,12.204430104744368,0.8136286736496245,15
DYS,10.723108584882102,2.6807771462205254,4
POSLM,3.616151830939956,0.1808075915469978,20
LEX,0.7351329053153394,0.7351329053153394,1
