,precision,recall,f1-score,support
Very Severe,0.9285714285714286,0.8666666666666667,0.896551724137931,15.0
Severe,0.7674418604651163,0.825,0.7951807228915663,40.0
Moderate,0.8867924528301887,0.6619718309859155,0.7580645161290323,142.0
Mild,0.820627802690583,0.9682539682539683,0.8883495145631068,189.0
accuracy,0.8367875647668394,0.8367875647668394,0.8367875647668394,0.8367875647668394
macro avg,0.8508583861393292,0.8304731164766377,0.8345366194304091,386.0
weighted avg,0.8436513700973655,0.8367875647668394,0.8310847780323352,386.0
