MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
9.57042350857188,12.3143516838775,0.6131520671051998,0.7830402717007597,3.3322262557508516e-81,0.7397105348945789,4.772565231078638e-68,0.07253886010362694,0.34974093264248707,0.6139896373056994,0.0025906735751295338,0.6683937823834197
