,precision,recall,f1-score,support
Very Severe,1.0,0.26666666666666666,0.42105263157894735,15.0
Severe,0.45454545454545453,0.5,0.47619047619047616,40.0
Moderate,0.5815602836879432,0.5774647887323944,0.5795053003533569,142.0
Mild,0.7715736040609137,0.8042328042328042,0.7875647668393783,189.0
accuracy,0.6683937823834197,0.6683937823834197,0.6683937823834197,0.6683937823834197
macro avg,0.701919835573578,0.5370910649079663,0.5660782937405396,386.0
weighted avg,0.6776963461995306,0.6683937823834197,0.6645152904251876,386.0
