mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__kernel,param_svr__shrinking,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.01241159439086914,0.0006912444786846253,0.0046839118003845215,7.61618392471034e-05,1,0.1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-12.70056551178244,-12.171077856586681,-14.639633382744536,-12.117797914759885,-12.907268666468385,1.0257990398602856,23,-12.557264490770928,-12.542916639647919,-11.7860085658205,-12.475733508672743,-12.340480801228022,0.32160075848695646
0.01188194751739502,3.009674551179398e-05,0.0046269893646240234,6.434806587448661e-05,1,0.1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-12.70056551178244,-12.171077856586681,-14.639633382744536,-12.117797914759885,-12.907268666468385,1.0257990398602856,23,-12.557264490770928,-12.542916639647919,-11.7860085658205,-12.475733508672743,-12.340480801228022,0.32160075848695646
0.020424246788024902,0.0011763954004204717,0.0023444294929504395,4.357075071461865e-05,1,0.1,linear,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-10.46407379921119,-10.491829938264681,-11.831711083943908,-11.467717032251729,-11.063832963417877,0.5999286759429591,12,-9.460481545417519,-9.055231281000784,-8.802279166771314,-8.988981454413812,-9.076743361900856,0.24018248787494437
0.0510791540145874,0.006382193071278747,0.0026140213012695312,0.00012992817289400068,1,0.1,linear,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-10.46407379921119,-10.491829938264683,-11.831421685846307,-11.467717032251729,-11.063760613893477,0.5998360781816959,11,-9.460481545417519,-9.055231281000784,-8.802308115484152,-8.988981454413812,-9.076750599079066,0.24017421790513532
0.011687040328979492,8.532421034265707e-05,0.004401028156280518,8.187784419510312e-05,1,1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-12.594424126112903,-12.162052157130267,-14.698621441387003,-12.12861953469544,-12.895929314831402,1.0568756151101137,21,-12.576646823326161,-12.552294257569311,-11.796203819897412,-12.55324728984713,-12.369598047660004,0.33119295176960095
0.011664986610412598,0.0001011342414001025,0.004454255104064941,5.5098038427289115e-05,1,1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-12.594424126112903,-12.162052157130267,-14.698621441387003,-12.12861953469544,-12.895929314831402,1.0568756151101137,21,-12.576646823326161,-12.552294257569311,-11.796203819897412,-12.55324728984713,-12.369598047660004,0.33119295176960095
0.020154714584350586,0.0024736447903319658,0.002306997776031494,4.8221115414003846e-05,1,1,linear,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-10.329748226862892,-10.50055641081556,-11.788932186807445,-11.270288558228216,-10.972381345678528,0.5897245284865262,9,-9.507173543422065,-9.125434301411635,-8.874521045268764,-9.053655474027922,-9.140196091032596,0.23073950102238774
0.04232144355773926,0.006678603926756543,0.0024145841598510742,0.00011280606956503112,1,1,linear,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-10.329754879739282,-10.50055641081556,-11.789132936522165,-11.270288558228216,-10.972433196326307,0.5897922095036495,10,-9.50717808619842,-9.125434301411635,-8.874526779088221,-9.053655474027922,-9.14019866018155,0.23073965680114894
0.01402968168258667,0.0002728892217450272,0.004593849182128906,6.828247335099605e-05,10,0.1,rbf,True,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-10.074295927717191,-9.679372262917822,-11.573197334173253,-10.670281753286735,-10.49928681952375,0.7133372622925636,7,-7.791793605131483,-7.464175593611316,-7.246560741741952,-7.109181695726359,-7.402927909052777,0.25773306797294165
0.014101207256317139,0.0002895217623644167,0.004595756530761719,0.000125549625534334,10,0.1,rbf,False,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-10.074295927717191,-9.679372262917822,-11.573197334173253,-10.670281753286735,-10.49928681952375,0.7133372622925636,7,-7.791793605131483,-7.464175593611316,-7.246560741741952,-7.109181695726359,-7.402927909052777,0.25773306797294165
