MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
11.061316769219811,15.162647488658548,0.5927656503896104,0.7773916532204063,5.5267634799626386e-86,0.7657318895239433,5.967827121020619e-82,0.081145584725537,0.324582338902148,0.5775656324582339,0.0,0.6205250596658711
