group,sum,mean,count
DEN,14.326091403462545,0.9550727602308363,15
DYS,7.26225016742758,1.815562541856895,4
POSLM,2.2280138436063037,0.11140069218031519,20
LEX,0.5668506274019693,0.5668506274019693,1
