group,sum,mean,count
DEN,18.580354281217463,1.2386902854144977,15
DYS,7.3927835081092015,1.8481958770273004,4
POSLM,5.543605093817692,0.2771802546908846,20
LEX,0.8134169528893895,0.8134169528893895,1
