,precision,recall,f1-score,support
Very Severe,0.8947368421052632,0.38636363636363635,0.5396825396825397,44.0
Severe,0.39215686274509803,0.36363636363636365,0.37735849056603776,55.0
Moderate,0.5466101694915254,0.8269230769230769,0.6581632653061225,156.0
Mild,0.8672566371681416,0.5975609756097561,0.7075812274368231,164.0
accuracy,0.630071599045346,0.630071599045346,0.630071599045346,0.630071599045346
macro avg,0.6751901278775071,0.5436210131332082,0.5706963807478808,419.0
weighted avg,0.6883969533171006,0.630071599045346,0.6282041513473936,419.0
