den_determiners,den_function_words,den_noun_ratio,den_nouns,den_phones_per_min,den_phones_utt_mean,den_phones_utt_q3,den_phones_utt_std,den_prepositions,den_pronoun_ratio,den_verbs,den_words_per_min,den_words_utt_mean,den_words_utt_q3,den_words_utt_std,dys_fillers_per_min,dys_fillers_per_phone,dys_fillers_per_word,dys_pauses_per_min,lex_phones_max,poslm_bo_bigram_ce_mean,poslm_bo_bigram_ce_min,poslm_bo_bigram_ce_q1,poslm_bo_bigram_ce_median,poslm_bo_bigram_ce_q3,poslm_bo_bigram_ce_max,poslm_bo_bigram_ce_p1,poslm_bo_bigram_ce_p99,poslm_bo_bigram_ppl_mean,poslm_bo_bigram_ppl_median,poslm_bo_trigram_ce_mean,poslm_bo_trigram_ce_min,poslm_bo_trigram_ce_q1,poslm_bo_trigram_ce_median,poslm_bo_trigram_ce_q3,poslm_bo_trigram_ce_max,poslm_bo_trigram_ce_p1,poslm_bo_trigram_ce_p99,poslm_bo_trigram_ppl_mean,poslm_bo_trigram_ppl_median
2.5003791906456083,2.067915403548497,0.0,-3.262909054144433,-3.915637164364503,0.0,0.0,0.0,4.222842019219018,-2.8723235290825855,3.188708640268014,-3.6745338825915144,0.0,0.0,0.0,6.529751440634927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2440809903942522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.936978402470367,-4.059165555684901,0.0,0.0,-1.918930472092306,0.0,0.0,0.0,-2.429058769287271,0.0,0.0,-1.8488137693364266,0.0,0.0,0.0,3.570677334428332,-0.4244216164890737,-0.3834993880188996,-2.4771366400684145,-2.0266827545881565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7960872736289417,0.0,0.0,-1.8400420490357166,-2.823394821410882,0.0,0.0,0.0,2.848197617334933,-1.7986588509361003,-2.668492584371217,-2.8798878444284792,0.0,0.0,0.0,6.545315308885962,-0.5660463943588646,-0.40079023408207654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.274036972123741,0.0,0.0,0.0,-3.10301195466015,0.0,0.0,0.0,4.240153494068509,0.0,1.3236479562608672,-2.981130222955562,0.0,0.0,0.0,5.346158298439071,0.0,0.0,-4.533445152465531,0.0,0.0,0.8556107244620526,0.0,1.1122300872363657,0.9467750116858856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.679915312381212,0.5135378658835947,0.0,0.0,0.0,0.0,0.0,0.0,4.501855668247618,0.0,2.1341248330715135,0.0,0.0,0.0,0.0,4.858291845583361,0.0,0.0,0.0,0.0,0.0,0.606602619745999,0.42952351742182543,0.565048995223803,0.8298830847622226,0.0,0.0,0.3938958297842561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2248297623671895,4.147545731014422,0.0,0.0,1.93864512479133,0.0,0.0,0.0,4.533735580680132,0.0,2.8196770674361766,2.107910189292303,0.0,0.0,0.0,0.0,2.8839251847903418,0.0,5.694479325075791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7933704543845068,1.5557941234646187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9220536023887125,4.012578814423239,1.0026346387506415,0.0,0.0,0.0,0.0,0.0,2.3156175843056115,0.0,3.823997134663371,0.0,0.0,0.0,0.0,9.509384773726275,0.0,0.0,0.0,0.0,1.036266131371074,0.0,0.8480622093997248,1.0026814174709515,0.0,0.0,0.0,0.7469990908011144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6085740891155504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169676374291233,0.0,0.7373918296874782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6563184504964609,0.9076895797856733,0.0,0.5390996543071989,0.709955867616392,0.0,0.5370749325201033,0.48142666661823164,0.5939236657530219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9728718505562424,1.9356361284693833,0.0,0.0,0.58197572292082,0.0,0.0,0.0,4.691563742374937,0.0,1.4650229758779294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083389666590154,0.9576378146276233,0.999887040879921,0.0,0.8470131220787308,0.0,0.0,0.7609304090968521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.085499797916957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.408948462033176,0.0,2.3380195268183495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871931349681703,0.9560080320536828,0.7497606959931276,0.43705735992384587,0.0,0.6481677895831748,0.0,0.0,0.0,0.5614493714409642,0.34105910498723624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
