den_OCW,den_W,den_adjectives,den_adverbs,den_demonstratives,den_determiners,den_function_words,den_light_verbs,den_noun_ratio,den_nouns,den_nouns_per_verb,den_phones_per_min,den_phones_utt_iqr,den_phones_utt_kurt,den_phones_utt_mad,den_phones_utt_max,den_phones_utt_mean,den_phones_utt_median,den_phones_utt_min,den_phones_utt_p10,den_phones_utt_p90,den_phones_utt_q1,den_phones_utt_q3,den_phones_utt_skew,den_phones_utt_std,den_prepositions,den_pronoun_ratio,den_verbs,den_words_per_min,den_words_utt_iqr,den_words_utt_kurt,den_words_utt_mad,den_words_utt_max,den_words_utt_mean,den_words_utt_median,den_words_utt_min,den_words_utt_p10,den_words_utt_p90,den_words_utt_q1,den_words_utt_q3,den_words_utt_skew,den_words_utt_std,dys_fillers_per_min,dys_fillers_per_phone,dys_fillers_per_word,dys_long_pauses_per_min,dys_long_pauses_per_word,dys_pause_sec_iqr,dys_pause_sec_kurt,dys_pause_sec_mad,dys_pause_sec_max,dys_pause_sec_mean,dys_pause_sec_median,dys_pause_sec_min,dys_pause_sec_p10,dys_pause_sec_p90,dys_pause_sec_q1,dys_pause_sec_q3,dys_pause_sec_skew,dys_pause_sec_std,dys_pauses_per_min,dys_pauses_per_word,dys_short_pauses_per_min,dys_short_pauses_per_word,lex_ttr
2.494173724618426,1.73767462076016,2.2538909638300475,0.0,0.0,5.825271938368773,0.0,0.0,0.0,1.7398870867535763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4032689140671653,1.9753005967341717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848308894874925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1189283061664597,0.0,2.925212782550463
0.9322384738660554,0.7905591302374848,1.069877083350593,0.0,0.0,2.245641495262844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5141267711611917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82868483819645,2.0342686371171443,2.02808621727834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.075316037500267,0.0,0.0,0.0,0.0,0.0,0.0,0.9464051390572938,0.0,0.0
0.0,0.0,0.6031197677377661,0.0,0.0,0.578193485661871,0.0,0.0,0.0,0.0,0.0,0.0,0.8556380137317412,0.0,0.0,0.5828928074558803,0.0,0.0,0.0,0.0,0.0,0.0,0.5556666269526592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.244752976670262,2.067609875650584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654727290051186,0.755362180768931,0.0,0.0,0.0,0.0,0.0,0.0,0.6220309471029665,0.0,0.0
0.0,0.0,0.0,0.9078534705426292,0.0,0.0,1.8947508531082742,0.0,0.0,0.6723122688374888,0.0,0.0,1.142446552570698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7673782915007514,0.0,0.0,0.0,0.8739138778206782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7336315357608413,0.0,0.0,0.0,3.327187056136431,3.014634052803384,0.6839181580470247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0273933600332619,0.0,0.0,0.0,4.325150248989765,4.231883688498022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0377062152349916,0.0,0.4872821742153344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3613788829471284,0.0,0.0,-1.5323430901346957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316840920473659,0.0,0.6066004774713557,0.0,2.67265118676899
0.0,0.0,0.5559282114524334,0.0,0.0,2.31431824768755,2.510556282075801,0.9434998428017084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201287390859252,0.0,1.3310758359922361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44932656798157616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4401196522047215,0.0,0.5599986980182029,0.0,0.5869470196356864
0.0,0.0,0.0,0.0,0.0,0.9422364731378958,0.0,0.0,0.0,0.0,0.0,0.0,0.7980781921756877,0.6026609853713805,0.0,0.0,0.5190675291021734,0.0,0.0,0.0,0.0,0.0,0.6210968768340857,0.0,0.0,0.0,0.0,0.0,0.0,0.8039860548293907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199517058285037,0.7517799343478382,0.0,0.0,0.0,0.0,0.0,0.564048717924312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953572573157709,0.0
0.0,0.0,0.0,1.3202990213632655,0.0,1.8754756958355348,4.001683520339174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.959737078891376,0.0,1.5945099709592534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1710565990715964,3.110944567011302,1.07119722742036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2943385665774767,0.0,1.1283765378868011
1.106287683378003,0.0,0.0,0.0,0.0,2.189726308753818,3.331722766539288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9210078604498175,0.0,1.7200264300847976,0.9207306781848348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8616972092397825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1126908164608362,0.0,1.4100345916018633,0.0,5.920890631401433
0.7130353934402941,0.0,0.6396628201909611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190344883366825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.666823997807878,0.6468539054107535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220795748475874,0.0,1.0192799167088893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0837642523478457,0.0,0.8575555755837339,-4.448714185199973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5545062022270453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8856838183541696,0.0,0.755263102418861,0.0,0.7146847861852897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9017229789131596,0.0,0.0,0.0,0.0,0.5270989916117612,0.0,0.0,-3.0414948311655428,0.5536744259671121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488027576546617,0.6413011713432476,0.0
1.600838091139888,0.0,1.0434495583274666,0.0,0.0,1.1826332299316897,4.198561024417543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503099092964932,0.0,0.0,0.8358727455485369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6249694870131712,1.629940941958354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818271068645914,0.9989192716049313,0.0
0.0,0.0,0.9174958039381564,1.0319132120319825,0.0,2.0274133683630575,2.24193642777534,1.097254264426204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852349259009177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6028622281385356,1.7429575036530418,0.0,0.0,0.0,0.0,0.0,1.039049546367867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1547524685574038,0.0,0.0
