group,sum,mean,count
DEN,9.457090982063033,0.2251688329062627,42
DYS,8.583804305521225,0.3901729229782375,22
LEX,4.52126817331708,0.3229477266655057,14
POSLM,0.358294981120748,0.011943166037358266,30
