MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
11.217366698093857,14.889633406430518,0.6072987019581897,0.7792937199530029,1.1514365836499446e-86,0.7581982310594174,1.8155589142086053e-79,0.06682577565632458,0.29594272076372313,0.5560859188544153,0.00477326968973747,0.594272076372315
