MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
12.372254347772106,16.48139564879451,0.5177223447387802,0.728295744198426,8.944285856507526e-71,0.7490436947509039,6.2777780326912836e-77,0.03800475059382423,0.2517814726840855,0.5368171021377672,0.004750593824228029,0.5843230403800475
