MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
10.587417622455106,16.864982174153365,0.49501213317685255,0.743051218980136,4.325668325536121e-75,0.7458213150303941,6.204742720900089e-76,0.25415676959619954,0.45368171021377673,0.6365795724465558,0.007125890736342043,0.6437054631828979
