den_OCW,den_W,den_adjectives,den_adverbs,den_demonstratives,den_determiners,den_function_words,den_light_verbs,den_noun_ratio,den_nouns,den_nouns_per_verb,den_phones_per_min,den_phones_utt_iqr,den_phones_utt_kurt,den_phones_utt_mad,den_phones_utt_max,den_phones_utt_mean,den_phones_utt_median,den_phones_utt_min,den_phones_utt_p10,den_phones_utt_p90,den_phones_utt_q1,den_phones_utt_q3,den_phones_utt_skew,den_phones_utt_std,den_prepositions,den_pronoun_ratio,den_verbs,den_words_per_min,den_words_utt_iqr,den_words_utt_kurt,den_words_utt_mad,den_words_utt_max,den_words_utt_mean,den_words_utt_median,den_words_utt_min,den_words_utt_p10,den_words_utt_p90,den_words_utt_q1,den_words_utt_q3,den_words_utt_skew,den_words_utt_std,dys_fillers_per_min,dys_fillers_per_phone,dys_fillers_per_word,dys_long_pauses_per_min,dys_long_pauses_per_word,dys_pause_sec_iqr,dys_pause_sec_kurt,dys_pause_sec_mad,dys_pause_sec_max,dys_pause_sec_mean,dys_pause_sec_median,dys_pause_sec_min,dys_pause_sec_p10,dys_pause_sec_p90,dys_pause_sec_q1,dys_pause_sec_q3,dys_pause_sec_skew,dys_pause_sec_std,dys_pauses_per_min,dys_pauses_per_word,dys_short_pauses_per_min,dys_short_pauses_per_word,lex_ttr
1.1723148323837929,0.0,0.0,0.9471582477558798,0.0,1.4324871870097147,2.058786047917931,1.2008550508808011,1.189051615084546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.330593504037111,0.0,1.0388351258807507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1138228147645424,3.0253716474607297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8173249014813257,0.0,2.311241803572768,0.0,0.0,5.751917892242372,0.0,0.0,0.0,1.7969197738524147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8271156269023288,1.8910624024611977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9732974690618228,0.0,0.0,1.6972619676380136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0113710576584456,0.0,3.3337380119128586
1.0326045895955114,0.9436098884163198,1.3178716897906426,0.0,0.0,2.483770002378618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8006558896686367,0.8543023222448269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0981490767170237,2.006309138454633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056234903043778,0.0,0.0,0.0,0.0,0.0,0.0,0.9643041126147898,0.0,0.0
0.9573960326753779,0.0,0.743145111983111,0.0,0.0,0.8188589203643851,0.0,0.0,0.0,0.0,0.0,0.0,0.7803713083035625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8331537630736713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.296956622310048,2.06475651451116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7017209370529065,0.6351641550158283,0.0,0.0,0.0,0.0,0.0,0.0,0.6970959134598635,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0332972489070267,0.0,0.0,0.0,0.0,0.0,1.053934148606761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978194893145414,0.0,0.0,0.7828534244319574,0.0,0.0,0.0,1.1228271074641847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104391723567333,0.0,0.0,0.0,3.452992126619912,3.0094386582955552,0.6916176856630845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7668089035369328,0.0,0.0,0.0,0.0
0.0,-1.1655545901417828,0.0,0.0,0.0,4.401781208643286,4.25679163316336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3989473112716877,0.0,0.6353025276104239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373730769248414,0.0,0.0,-1.1836778887119195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48246397973357,0.0,0.6527217674636637,0.0,2.725412627840305
0.0,0.0,0.0,0.7507985373730002,0.0,2.7134086010074943,2.2363448536961132,0.6682698407699676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.010896860874347,0.0,1.5299822336109092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6605223881201773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6489095187688818,0.0,0.6002073718861087,0.0,1.0414129607632965
0.0,0.0,0.6391176454628537,0.0,0.0,0.8975287536952925,0.0,0.7725265853404307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428782888324648,0.0,0.0,0.0,0.0,0.0,0.0,0.849689350577952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778379271005763,0.0,0.0,0.0,0.9161100291370396,0.9456109377393676,0.0,0.0,0.0,0.6842315131806466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7871076216167943,0.0,0.0,0.0
0.0,0.0,0.0,1.5335399611281408,0.0,2.0962375761766436,3.8821401808988245,0.0,1.4698039768265836,0.0,0.0,0.0,1.1982040726037866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.269725953726561,0.0,1.5364692645650513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.741569989263515,3.2100736805064125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3734114101056436
0.0,0.0,1.4302645903215665,0.0,0.0,2.195448868951978,3.249267481695148,0.0,0.0,0.0,0.0,0.0,1.0756865644709999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968259517665381,0.0,1.7946030138948872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078793205512508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1767252567810722,0.0,1.1583810849550082,0.0,6.24986266302372
