MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact
11.444423058952223,16.457552097745065,0.49949582170508355,0.7078361602148181,1.5411134032815398e-75,0.7721827200965786,5.6728939086441205e-98,0.03680981595092025,0.3067484662576687,0.6073619631901841,0.00408997955010225
