MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact
12.899630093365372,19.055238609535056,0.32902550363071115,0.6012874217496029,2.119743229278241e-49,0.6684439631111844,1.3191386250971758e-64,0.06748466257668712,0.3006134969325153,0.556237218813906,0.006134969325153374
