MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact
10.354149931844335,17.009936711237604,0.4653339285504937,0.7037405794897864,2.5618695908630876e-74,0.7694354590777004,7.226104734194448e-97,0.15337423312883436,0.4601226993865031,0.6584867075664622,0.0081799591002045
