group,sum,mean,count
DYS,9.005175647737236,0.409326165806238,22
DEN,5.80378863820653,0.13818544376682215,42
LEX,4.04718008578046,0.28908429184146145,14
POSLM,1.2657928420667224,0.042193094735557414,30
