MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
11.411962730750462,15.671993032736749,0.5649463805446309,0.7516291509412276,2.2438012581653575e-77,0.7352257538403631,1.9935587739791053e-72,0.06443914081145585,0.3031026252983294,0.5704057279236276,0.002386634844868735,0.6157517899761337
