group,sum,mean,count
DEN,6.39121691858281,0.15217183139482882,42
DYS,5.330634050182429,0.24230154773556495,22
LEX,3.6487127028874555,0.2606223359205325,14
POSLM,1.8836292625992233,0.06278764208664077,30
