MAE,RMSE,R2,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Acc@1,Acc@5,Acc@10,Exact,severity_accuracy
3.806182698480864,4.819665340939394,0.940741460592134,0.9727224436134504,8.887032645869599e-246,0.979281746688251,1.9399990771985224e-268,0.10103626943005181,0.7953367875647669,0.961139896373057,0.0025906735751295338,0.9119170984455959
