mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svr__C,param_svr__epsilon,param_svr__kernel,param_svr__shrinking,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0.007176816463470459,0.0002781450029969008,0.00281447172164917,7.010081467898849e-05,1,0.1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-12.461912828962314,-11.73388918808176,-15.12726454226249,-12.391303934947636,-12.92859262356355,1.3007635902068184,23,-12.323363921354327,-12.596023271548862,-11.481288245554898,-12.360733740219775,-12.190352294669466,0.42251115282622875
0.007055222988128662,0.00010232565656076898,0.0027862191200256348,1.475344396942864e-05,1,0.1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-12.461912828962314,-11.73388918808176,-15.12726454226249,-12.391303934947636,-12.92859262356355,1.3007635902068184,23,-12.323363921354327,-12.596023271548862,-11.481288245554898,-12.360733740219775,-12.190352294669466,0.42251115282622875
0.02393704652786255,0.0046427231279122455,0.0014445185661315918,3.2829716743392515e-05,1,0.1,linear,True,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-9.227948465924698,-9.595042769833196,-9.941847168456002,-11.160237522650641,-9.981268981716134,0.7259792328523726,8,-6.513379142164769,-6.455852140334885,-6.410494670239424,-6.056986831834236,-6.359178196143329,0.17823915423953937
0.05881839990615845,0.012406995622280934,0.0014440417289733887,3.664110395742341e-06,1,0.1,linear,False,"{'svr__C': 1, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-9.227988219620373,-9.594917550220421,-9.941847168456006,-11.160207699918429,-9.981240159553808,0.7259734692942771,7,-6.51333935612602,-6.45585631825608,-6.410494670239425,-6.05699462036232,-6.359171241245961,0.17822781512324792
0.006796002388000488,5.1862891610667634e-05,0.002680659294128418,3.3923579199308754e-05,1,1,rbf,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-12.47001274979681,-11.7344612450231,-15.161334223858828,-12.311498685765377,-12.919326726111029,1.3230496782219487,21,-12.349042840348183,-12.624111208275263,-11.486341975157957,-12.359552602231284,-12.204762156503172,0.429173095034432
0.006905674934387207,0.00013143985128270686,0.0027707815170288086,7.285950460597337e-05,1,1,rbf,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-12.47001274979681,-11.7344612450231,-15.161334223858828,-12.311498685765377,-12.919326726111029,1.3230496782219487,21,-12.349042840348183,-12.624111208275263,-11.486341975157957,-12.359552602231284,-12.204762156503172,0.429173095034432
0.019869089126586914,0.0013008454367749423,0.0014057159423828125,2.4524685828083704e-05,1,1,linear,True,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-9.318314785510035,-9.41017758308389,-9.9241393719483,-10.901277208249246,-9.888477237197868,0.6286675094310309,6,-6.6131328466290675,-6.58341705298487,-6.535543528554782,-6.172844719226161,-6.47623453684872,0.17733596428829052
0.0571979284286499,0.0044787737365307835,0.0014137029647827148,2.7581175895154987e-05,1,1,linear,False,"{'svr__C': 1, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-9.318357128649811,-9.410083905164903,-9.92407878851831,-10.90112100816903,-9.888410207625514,0.6286119585395494,5,-6.613134116938218,-6.583389236803938,-6.535546026000395,-6.172768505770819,-6.476209471378342,0.17736481260499884
0.0082436203956604,0.00019499640180186661,0.0027617812156677246,3.989163031450779e-05,10,0.1,rbf,True,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-10.089251539466687,-8.512103060831532,-11.479759361386686,-10.28876799688776,-10.092470489643166,1.056015470613805,11,-6.074832325164268,-6.032932545779,-5.709058016091513,-5.665022452518399,-5.8704613348882955,0.184675771111617
0.008204460144042969,8.604285058945879e-05,0.002747833728790283,2.1140331530624325e-05,10,0.1,rbf,False,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-10.089251539466687,-8.512103060831532,-11.479759361386686,-10.28876799688776,-10.092470489643166,1.056015470613805,11,-6.074832325164268,-6.032932545779,-5.709058016091513,-5.665022452518399,-5.8704613348882955,0.184675771111617
0.4461177587509155,0.16087294940751443,0.001475989818572998,4.0880748456433896e-05,10,0.1,linear,True,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-9.202856178105545,-10.372055265029394,-11.141572450694909,-10.7236061461742,-10.360022510001011,0.7214901380402808,15,-6.199679570849305,-6.165922375617988,-6.193007570720941,-5.743672745533135,-6.0755705656803425,0.1920378269341824
1.1255750060081482,0.5725035102739253,0.0015617012977600098,0.00020989336213726704,10,0.1,linear,False,"{'svr__C': 10, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-9.20365513304475,-10.371871079285526,-11.142034584953285,-10.723601436195564,-10.360290558369782,0.7212936525138403,16,-6.199631654181366,-6.165922235427224,-6.193003945502188,-5.7436691001658255,-6.07555673381915,0.19203109035250815
0.007957518100738525,0.000184887065301306,0.002654135227203369,5.660153855546337e-05,10,1,rbf,True,"{'svr__C': 10, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-10.070200033539098,-8.476599873948077,-11.46374023781212,-10.29046610660849,-10.075251562976947,1.06418170919263,9,-6.321274035988847,-6.2557982736748725,-5.931830974172682,-5.919584889884231,-6.1071220434301585,0.18293635524286467
0.007868528366088867,8.705918974430056e-05,0.0026268362998962402,5.57145948140345e-05,10,1,rbf,False,"{'svr__C': 10, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-10.070200033539098,-8.476599873948077,-11.46374023781212,-10.29046610660849,-10.075251562976947,1.06418170919263,9,-6.321274035988847,-6.2557982736748725,-5.931830974172682,-5.919584889884231,-6.1071220434301585,0.18293635524286467
0.4570041298866272,0.06225897359308962,0.0014259815216064453,1.9588810556536722e-05,10,1,linear,True,"{'svr__C': 10, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-9.70335150569639,-10.064449853024401,-10.949499962789771,-10.637916694073288,-10.338804503895963,0.48515153127705346,14,-6.345692457711622,-6.302225501419715,-6.322003489435664,-5.8870067506649715,-6.214232049807993,0.18954931150718643
1.0926763415336609,0.062169305453320965,0.0014606118202209473,6.27895539224442e-05,10,1,linear,False,"{'svr__C': 10, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-9.702184621058448,-10.064782777530237,-10.950113354339429,-10.638018721916483,-10.338774868711148,0.4856954902836937,13,-6.345455829019994,-6.302153441775387,-6.321914863013197,-5.887011776960557,-6.214133977692285,0.18948516310369906
0.012743532657623291,0.00024770223873143575,0.002774953842163086,8.637731059713666e-05,100,0.1,rbf,True,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-8.815672593195423,-8.321087147072072,-10.389787952950007,-10.004478272490148,-9.382756491426912,0.8440047810768078,2,-0.9222860001640836,-0.7531603402213358,-0.6876356422398576,-0.6552236219037822,-0.7545764011322648,0.10305405714651883
0.014285385608673096,0.00014184226159066375,0.002759397029876709,4.7714514025028994e-05,100,0.1,rbf,False,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-8.815672593195426,-8.32108714707207,-10.389787952950007,-10.004478272490136,-9.38275649142691,0.8440047810768054,1,-0.9222860001640835,-0.7531603402213353,-0.6876356422398581,-0.6552236219037786,-0.7545764011322639,0.10305405714651959
9.88314700126648,3.9603836054844845,0.001858353614807129,0.00026242714156952165,100,0.1,linear,True,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-10.021108176924688,-10.714829875731363,-11.66319990907032,-10.603681154563775,-10.750704779072537,0.5890376726043907,19,-6.149782196489488,-6.072784067348351,-6.1372787677858565,-5.697868358389874,-6.014428347503392,0.18508680865009197
28.219098389148712,14.339713168600287,0.0018706917762756348,0.00014891997142049668,100,0.1,linear,False,"{'svr__C': 100, 'svr__epsilon': 0.1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-10.021665084191307,-10.715198630027052,-11.663173657699838,-10.604550384814061,-10.751146939183064,0.588795240880633,20,-6.14983021038572,-6.0727869408903175,-6.137279555284215,-5.697921929898961,-6.014454659114803,0.18507303880015785
0.011461079120635986,0.00024001157817348174,0.0026840567588806152,7.337685227112097e-05,100,1,rbf,True,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': True}",-8.80227689158047,-8.223970906478225,-10.435717915527896,-10.069641716285659,-9.382901857468063,0.9028122155204306,3,-1.6567066242485493,-1.5089976235842117,-1.4366846422908293,-1.4347204344362996,-1.5092773311399725,0.09022735730259708
0.013088703155517578,0.0003191171450663411,0.0025970935821533203,7.838298607389875e-05,100,1,rbf,False,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__kernel': 'rbf', 'svr__shrinking': False}",-8.802276891580473,-8.223970906478225,-10.435717915527894,-10.06964171628567,-9.382901857468067,0.9028122155204318,4,-1.6567066242485489,-1.5089976235842122,-1.4366846422908306,-1.4347204344363025,-1.5092773311399736,0.09022735730259604
4.065084934234619,0.5406717620937912,0.001493990421295166,5.9862384251336537e-05,100,1,linear,True,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': True}",-9.930422032221056,-10.366301314743874,-11.360894240343852,-10.815197185316308,-10.618203693156273,0.5307763432472805,17,-6.291092908226142,-6.226031332788148,-6.27204581740917,-5.849465954209223,-6.15965900315817,0.1806451502086755
7.273933231830597,0.726058674133385,0.0015668272972106934,2.447560066281646e-05,100,1,linear,False,"{'svr__C': 100, 'svr__epsilon': 1, 'svr__kernel': 'linear', 'svr__shrinking': False}",-9.931458075778805,-10.367930305299902,-11.360488764825734,-10.815728870519495,-10.618901504105983,0.5301550922162985,18,-6.29107029307775,-6.226133394433981,-6.272100296731728,-5.849365289517935,-6.1596673184403485,0.1807021062151638
